Date,Open,High,Low,Close,Adj Close,Volume
2023-04-17,8.841000,8.845000,8.822000,8.822000,8.822000,1937
2023-04-18,8.863000,8.867000,8.849000,8.864000,8.864000,11684
2023-04-19,8.861000,8.875000,8.850000,8.870000,8.870000,1234
2023-04-20,8.861000,8.875000,8.852000,8.875000,8.875000,455
2023-04-21,8.861000,8.875000,8.838000,8.854000,8.854000,10935
2023-04-24,8.822000,8.860000,8.822000,8.849000,8.849000,32382
2023-04-25,8.810000,8.825000,8.810000,8.821000,8.821000,1102
2023-04-26,8.818000,8.818000,8.756000,8.777000,8.777000,2746
2023-04-27,8.765000,8.791000,8.765000,8.791000,8.791000,11911
2023-04-28,8.806000,8.885000,8.779000,8.885000,8.885000,1283
2023-05-02,8.873000,8.886000,8.731000,8.731000,8.731000,19739
2023-05-03,8.774000,8.774000,8.744000,8.761000,8.761000,6679
2023-05-04,8.752000,8.752000,8.700000,8.733000,8.733000,63
2023-05-05,8.793000,8.849000,8.758000,8.849000,8.849000,477
2023-05-08,8.773000,8.893000,8.773000,8.893000,8.893000,123
2023-05-09,8.858000,8.864000,8.823000,8.864000,8.864000,19560
2023-05-10,8.877000,8.877000,8.816000,8.826000,8.826000,12101
2023-05-11,8.871000,8.887000,8.756000,8.801000,8.801000,13530
2023-05-12,8.839000,8.862000,8.835000,8.835000,8.835000,7914
2023-05-15,8.882000,8.899000,8.866000,8.893000,8.893000,2725
2023-05-16,8.864000,8.903000,8.844000,8.845000,8.845000,22258
2023-05-17,8.799000,8.872000,8.799000,8.838000,8.838000,73967
2023-05-18,8.887000,8.894000,8.877000,8.877000,8.877000,40
2023-05-19,8.893000,8.934000,8.893000,8.897000,8.897000,2334
2023-05-22,8.892000,8.927000,8.880000,8.895000,8.895000,57827
2023-05-23,8.868000,8.916000,8.868000,8.905000,8.905000,73269
2023-05-24,8.774000,8.774000,8.592000,8.636000,8.636000,24107
2023-05-25,8.623000,8.641000,8.580000,8.580000,8.580000,607
2023-05-26,8.630000,8.692000,8.617000,8.675000,8.675000,85694
2023-05-29,8.675000,8.676000,8.663000,8.676000,8.676000,0
2023-05-30,8.666000,8.701000,8.590000,8.592000,8.592000,13234
2023-05-31,8.540000,8.591000,8.540000,8.547000,8.547000,6141
2023-06-01,8.584000,8.650000,8.584000,8.647000,8.647000,21279
2023-06-02,8.662000,8.762000,8.662000,8.747000,8.747000,125
2023-06-05,8.763000,8.782000,8.712000,8.723000,8.723000,19122
2023-06-06,8.719000,8.784000,8.708000,8.779000,8.779000,2603
2023-06-07,8.751000,8.800000,8.751000,8.789000,8.789000,3264
2023-06-08,8.783000,8.795000,8.743000,8.764000,8.764000,29488
2023-06-09,8.783000,8.783000,8.727000,8.759000,8.759000,13161
2023-06-12,8.793000,8.793000,8.710000,8.711000,8.711000,26656
2023-06-13,8.733000,8.784000,8.712000,8.781000,8.781000,22478
2023-06-14,8.773000,8.848000,8.773000,8.812000,8.812000,8297
2023-06-15,8.787000,8.816000,8.777000,8.816000,8.816000,11380
2023-06-16,8.853000,8.885000,8.836000,8.871000,8.871000,5609
2023-06-19,8.842000,8.849000,8.796000,8.796000,8.796000,5114
2023-06-20,8.775000,8.810000,8.755000,8.755000,8.755000,5803
2023-06-21,8.720000,8.724000,8.700000,8.702000,8.702000,62
2023-06-22,8.618000,8.644000,8.578000,8.644000,8.644000,9337
2023-06-23,8.626000,8.671000,8.626000,8.633000,8.633000,3246
2023-06-26,8.625000,8.625000,8.595000,8.605000,8.605000,2360
2023-06-27,8.649000,8.649000,8.561000,8.605000,8.605000,16550
2023-06-28,8.626000,8.636000,8.599000,8.609000,8.609000,16438
2023-06-29,8.605000,8.606000,8.571000,8.582000,8.582000,33810
2023-06-30,8.617000,8.704000,8.617000,8.692000,8.692000,16473
2023-07-03,8.699000,8.708000,8.663000,8.671000,8.671000,7162
2023-07-04,8.677000,8.721000,8.677000,8.702000,8.702000,123
2023-07-05,8.655000,8.655000,8.629000,8.629000,8.629000,376
2023-07-06,8.553000,8.553000,8.420000,8.427000,8.427000,16773
2023-07-07,8.407000,8.442000,8.391000,8.426000,8.426000,3343
2023-07-10,8.406000,8.427000,8.406000,8.419000,8.419000,783
2023-07-11,8.429000,8.471000,8.420000,8.463000,8.463000,1741
2023-07-12,8.506000,8.597000,8.506000,8.585000,8.585000,11237
2023-07-13,8.581000,8.637000,8.581000,8.637000,8.637000,7808
2023-07-14,8.618000,8.632000,8.606000,8.606000,8.606000,286
2023-07-17,8.552000,8.568000,8.552000,8.555000,8.555000,397
2023-07-18,8.538000,8.604000,8.538000,8.604000,8.604000,26818
2023-07-19,8.623000,8.674000,8.623000,8.659000,8.659000,36235
2023-07-20,8.682000,8.742000,8.682000,8.742000,8.742000,6144
2023-07-21,8.783000,8.783000,8.761000,8.778000,8.778000,857
2023-07-24,8.760000,8.816000,8.760000,8.816000,8.816000,50
2023-07-25,8.836000,8.875000,8.834000,8.875000,8.875000,797
2023-07-26,8.868000,8.877000,8.821000,8.877000,8.877000,10168
2023-07-27,8.894000,8.922000,8.876000,8.922000,8.922000,5926
2023-07-28,8.891000,8.924000,8.887000,8.887000,8.887000,1292
2023-07-31,8.896000,8.925000,8.871000,8.902000,8.902000,5148
2023-08-01,8.897000,8.921000,8.828000,8.830000,8.830000,615
2023-08-02,8.761000,8.761000,8.688000,8.700000,8.700000,4505
2023-08-03,8.651000,8.673000,8.593000,8.673000,8.673000,6884
2023-08-04,8.669000,8.688000,8.639000,8.684000,8.684000,212
2023-08-07,8.694000,8.702000,8.652000,8.702000,8.702000,6656
2023-08-08,8.649000,8.690000,8.647000,8.678000,8.678000,1660
2023-08-09,8.756000,8.756000,8.713000,8.720000,8.720000,322
2023-08-10,8.747000,8.771000,8.746000,8.771000,8.771000,2
2023-08-11,8.723000,8.728000,8.650000,8.681000,8.681000,29
2023-08-14,8.680000,8.687000,8.665000,8.687000,8.687000,0
2023-08-15,8.678000,8.678000,8.557000,8.580000,8.580000,306
2023-08-16,8.562000,8.581000,8.537000,8.571000,8.571000,5782
2023-08-17,8.553000,8.581000,8.542000,8.542000,8.542000,3530
2023-08-18,8.476000,8.482000,8.437000,8.482000,8.482000,18077
2023-08-21,8.479000,8.512000,8.462000,8.468000,8.468000,18472
2023-08-22,8.476000,8.541000,8.476000,8.509000,8.509000,5
2023-08-23,8.508000,8.508000,8.435000,8.462000,8.462000,11127
2023-08-24,8.530000,8.530000,8.450000,8.450000,8.450000,6689
2023-08-25,8.462000,8.500000,8.447000,8.452000,8.452000,2500
2023-08-28,8.511000,8.537000,8.496000,8.537000,8.537000,0
2023-08-29,8.570000,8.583000,8.570000,8.583000,8.583000,10227
2023-08-30,8.596000,8.624000,8.596000,8.602000,8.602000,1163
2023-08-31,8.604000,8.621000,8.594000,8.594000,8.594000,0
2023-09-01,8.607000,8.657000,8.605000,8.622000,8.622000,6180
2023-09-04,8.684000,8.700000,8.620000,8.620000,8.620000,1119
2023-09-05,8.567000,8.661000,8.567000,8.632000,8.632000,713
2023-09-06,8.569000,8.572000,8.542000,8.568000,8.568000,68
2023-09-07,8.531000,8.591000,8.508000,8.584000,8.584000,359
2023-09-08,8.599000,8.620000,8.543000,8.614000,8.614000,281
2023-09-11,8.652000,8.711000,8.641000,8.650000,8.650000,3085
2023-09-12,8.665000,8.690000,8.660000,8.665000,8.665000,4109
2023-09-13,8.638000,8.676000,8.616000,8.662000,8.662000,23906
2023-09-14,8.671000,8.834000,8.671000,8.834000,8.834000,10201
2023-09-15,8.923000,8.923000,8.855000,8.855000,8.855000,1770
2023-09-18,8.863000,8.863000,8.770000,8.775000,8.775000,162
2023-09-19,8.774000,8.783000,8.771000,8.783000,8.783000,819
2023-09-20,8.813000,8.845000,8.810000,8.840000,8.840000,7106
2023-09-21,8.809000,8.809000,8.756000,8.756000,8.756000,116
2023-09-22,8.716000,8.790000,8.716000,8.729000,8.729000,38
2023-09-25,8.699000,8.735000,8.637000,8.701000,8.701000,5813
2023-09-26,8.668000,8.689000,8.646000,8.672000,8.672000,147
2023-09-27,8.671000,8.702000,8.662000,8.672000,8.672000,1996
2023-09-28,8.690000,8.703000,8.661000,8.703000,8.703000,2
2023-09-29,8.728000,8.777000,8.695000,8.695000,8.695000,1711
2023-10-02,8.694000,8.715000,8.595000,8.595000,8.595000,9580
2023-10-03,8.575000,8.613000,8.536000,8.536000,8.536000,7685
2023-10-04,8.494000,8.551000,8.457000,8.475000,8.475000,2105
2023-10-05,8.497000,8.533000,8.486000,8.533000,8.533000,7060
2023-10-06,8.559000,8.589000,8.558000,8.589000,8.589000,875
2023-10-09,8.609000,8.616000,8.585000,8.597000,8.597000,4863
2023-10-10,8.669000,8.745000,8.664000,8.745000,8.745000,1541
2023-10-11,8.741000,8.783000,8.741000,8.747000,8.747000,1175
2023-10-12,8.793000,8.813000,8.770000,8.770000,8.770000,962
2023-10-13,8.772000,8.772000,8.703000,8.703000,8.703000,3687
2023-10-16,8.735000,8.761000,8.699000,8.744000,8.744000,5476
2023-10-17,8.731000,8.768000,8.731000,8.762000,8.762000,2608
2023-10-18,8.766000,8.766000,8.663000,8.664000,8.664000,58
2023-10-19,8.596000,8.596000,8.538000,8.538000,8.538000,11
2023-10-20,8.470000,8.470000,8.419000,8.419000,8.419000,5037
2023-10-23,8.409000,8.409000,8.350000,8.405000,8.405000,4920
2023-10-24,8.391000,8.422000,8.376000,8.409000,8.409000,4898
2023-10-25,8.404000,8.432000,8.397000,8.424000,8.424000,135
2023-10-26,8.373000,8.395000,8.350000,8.382000,8.382000,2600
2023-10-27,8.366000,8.384000,8.287000,8.287000,8.287000,3287
2023-10-30,8.322000,8.342000,8.315000,8.318000,8.318000,599
2023-10-31,8.311000,8.343000,8.295000,8.329000,8.329000,53618
2023-11-01,8.374000,8.402000,8.347000,8.369000,8.369000,249
2023-11-02,8.417000,8.472000,8.417000,8.472000,8.472000,6362
2023-11-03,8.486000,8.487000,8.453000,8.470000,8.470000,628
2023-11-06,8.483000,8.511000,8.476000,8.476000,8.476000,1408
2023-11-07,8.448000,8.483000,8.448000,8.457000,8.457000,721
2023-11-08,8.413000,8.465000,8.413000,8.422000,8.422000,798
2023-11-09,8.421000,8.484000,8.421000,8.484000,8.484000,7
2023-11-10,8.421000,8.435000,8.317000,8.352000,8.352000,3395
2023-11-13,8.389000,8.450000,8.389000,8.450000,8.450000,864
2023-11-14,8.459000,8.498000,8.410000,8.485000,8.485000,3440
2023-11-15,8.441000,8.460000,8.407000,8.407000,8.407000,3711
2023-11-16,8.378000,8.398000,8.321000,8.321000,8.321000,12246
2023-11-17,8.357000,8.419000,8.357000,8.419000,8.419000,10083
2023-11-20,8.405000,8.406000,8.392000,8.406000,8.406000,139
2023-11-21,8.407000,8.424000,8.380000,8.424000,8.424000,2
2023-11-22,8.451000,8.451000,8.405000,8.405000,8.405000,126
2023-11-23,8.435000,8.456000,8.423000,8.456000,8.456000,12634
2023-11-24,8.433000,8.488000,8.433000,8.488000,8.488000,19
2023-11-27,8.465000,8.468000,8.456000,8.456000,8.456000,200
2023-11-28,8.403000,8.464000,8.403000,8.455000,8.455000,31576
